index,e,n,u
1605,626.287186,-905.999216,0.0
1606,625.905028,-905.676898,0.0
1607,625.522870,-905.354580,0.0
1608,625.140712,-905.032261,0.0
1609,624.758523,-904.709980,0.0
1610,624.376334,-904.387699,0.0
1611,623.994145,-904.065417,0.0
1612,623.611480,-903.743701,0.0
1613,623.228815,-903.421986,0.0
1614,622.846149,-903.100270,0.0
1615,622.463375,-902.778684,0.0
1616,622.080600,-902.457098,0.0
1617,621.697826,-902.135512,0.0
1618,621.315026,-901.813956,0.0
1619,620.932227,-901.492400,0.0
1620,620.549427,-901.170843,0.0
1621,620.166622,-900.849294,0.0
1622,619.783817,-900.527744,0.0
1623,619.401012,-900.206195,0.0
1624,619.018205,-899.884647,0.0
1625,618.635398,-899.563099,0.0
1626,618.252592,-899.241551,0.0
1627,617.869785,-898.920004,0.0
1628,617.486978,-898.598456,0.0
1629,617.104171,-898.276909,0.0
1630,616.721365,-897.955361,0.0
1631,616.338558,-897.633813,0.0
1632,615.955752,-897.312265,0.0
1633,615.573239,-896.990367,0.0
1634,615.190727,-896.668468,0.0
1635,614.808214,-896.346570,0.0
1636,614.425701,-896.024671,0.0
1637,614.043189,-895.702773,0.0
1638,613.660676,-895.380875,0.0
1639,613.278175,-895.058962,0.0
1640,612.895674,-894.737050,0.0
1641,612.513173,-894.415138,0.0
1642,612.130672,-894.093226,0.0
1643,611.748171,-893.771313,0.0
1644,611.365670,-893.449401,0.0
1645,610.982999,-893.127691,0.0
1646,610.600328,-892.805980,0.0
1647,610.217657,-892.484269,0.0
1648,609.834985,-892.162559,0.0
1649,609.452314,-891.840848,0.0
1650,609.069643,-891.519138,0.0
1651,608.686967,-891.197433,0.0
1652,608.304291,-890.875728,0.0
1653,607.921615,-890.554024,0.0
1654,607.538939,-890.232319,0.0
1655,607.156262,-889.910614,0.0
1656,606.773586,-889.588909,0.0
1657,606.390910,-889.267205,0.0
1658,606.008234,-888.945500,0.0
1659,605.625558,-888.623795,0.0
1660,605.242882,-888.302091,0.0
1661,604.860206,-887.980386,0.0
1662,604.860206,-887.980386,0.0
1663,604.822647,-887.481819,0.0
1664,604.785089,-886.983253,0.0
1665,604.747531,-886.484687,0.0
1666,604.709972,-885.986120,0.0
1667,604.672414,-885.487554,0.0
1668,604.634855,-884.988988,0.0
1669,604.597297,-884.490421,0.0
1670,604.723598,-884.006712,0.0
1671,604.849898,-883.523002,0.0
1672,604.976199,-883.039293,0.0
1673,605.102499,-882.555584,0.0
1674,605.383094,-882.141786,0.0
1675,605.663688,-881.727989,0.0
1676,605.944283,-881.314192,0.0
1677,606.224877,-880.900394,0.0
1678,606.550932,-880.521366,0.0
1679,606.876988,-880.142337,0.0
1680,607.203043,-879.763309,0.0
1681,607.529098,-879.384280,0.0
1682,607.863978,-879.013022,0.0
1683,608.198857,-878.641763,0.0
1684,608.533737,-878.270504,0.0
1685,608.552802,-878.249368,0.0
1686,608.552802,-878.249368,0.0
1687,608.866554,-877.860132,0.0
1688,609.180306,-877.470895,0.0
1689,609.494059,-877.081659,0.0
1690,609.807811,-876.692422,0.0
1691,610.121563,-876.303186,0.0
1692,610.435315,-875.913949,0.0
1693,610.757830,-875.531948,0.0
1694,611.080345,-875.149948,0.0
1695,611.402860,-874.767947,0.0
1696,611.725375,-874.385947,0.0
1697,612.048040,-874.004052,0.0
1698,612.370705,-873.622158,0.0
1699,612.693369,-873.240264,0.0
1700,613.016034,-872.858369,0.0
1701,613.338699,-872.476475,0.0
1702,613.661363,-872.094581,0.0
1703,613.983861,-871.712538,0.0
1704,614.306358,-871.330496,0.0
1705,614.628856,-870.948453,0.0
1706,614.951353,-870.566410,0.0
1707,615.273851,-870.184368,0.0
1708,615.596348,-869.802325,0.0
1709,615.919098,-869.420483,0.0
1710,616.241725,-869.038540,0.0
1711,616.564353,-868.656596,0.0
1712,616.886981,-868.274653,0.0
1713,617.209609,-867.892710,0.0
1714,617.532236,-867.510767,0.0
1715,617.855006,-867.128932,0.0
1716,618.177775,-866.747097,0.0
1717,618.500545,-866.365261,0.0
1718,618.823314,-865.983426,0.0
1719,619.146083,-865.601591,0.0
1720,619.468853,-865.219756,0.0
1721,619.792069,-864.838295,0.0
1722,620.114832,-864.456470,0.0
1723,620.437596,-864.074645,0.0
1724,620.760359,-863.692820,0.0
1725,621.083123,-863.310996,0.0
1726,621.405886,-862.929171,0.0
1727,621.728650,-862.547346,0.0
1728,622.050882,-862.165061,0.0
1729,622.373114,-861.782777,0.0
1730,622.695346,-861.400492,0.0
1731,623.017578,-861.018207,0.0
1732,623.339810,-860.635922,0.0
1733,623.662042,-860.253638,0.0
1734,623.984356,-859.871419,0.0
1735,624.306669,-859.489200,0.0
1736,624.628959,-859.106957,0.0
1737,624.951249,-858.724713,0.0
1738,625.273539,-858.342470,0.0
1739,625.595829,-857.960227,0.0
1740,625.918118,-857.577983,0.0
1741,626.240408,-857.195740,0.0
1742,626.563572,-856.814237,0.0
1743,626.886737,-856.432734,0.0
1744,627.209901,-856.051231,0.0
1745,627.533065,-855.669728,0.0
1746,627.856229,-855.288225,0.0
1747,628.179394,-854.906722,0.0
1748,628.502394,-854.525096,0.0
1749,628.825394,-854.143470,0.0
1750,629.147537,-853.761119,0.0
1751,629.469681,-853.378767,0.0
1752,629.791825,-852.996415,0.0
1753,630.113969,-852.614063,0.0
1754,630.436113,-852.231711,0.0
1755,630.758257,-851.849360,0.0
1756,631.080379,-851.466987,0.0
1757,631.402501,-851.084614,0.0
1758,631.724623,-850.702242,0.0
1759,632.046745,-850.319869,0.0
1760,632.368867,-849.937496,0.0
1761,632.690989,-849.555124,0.0
1762,633.013197,-849.172822,0.0
1763,633.335405,-848.790521,0.0
1764,633.656565,-848.407344,0.0
1765,633.977725,-848.024166,0.0
1766,634.298885,-847.640989,0.0
1767,634.620044,-847.257811,0.0
1768,634.941204,-846.874634,0.0
1769,635.262364,-846.491456,0.0
1770,635.583524,-846.108279,0.0
1771,635.905693,-845.725950,0.0
1772,636.227862,-845.343622,0.0
1773,636.550031,-844.961294,0.0
1774,636.872200,-844.578965,0.0
1775,637.194368,-844.196637,0.0
1776,637.515955,-843.813819,0.0
1777,637.837541,-843.431000,0.0
1778,638.159127,-843.048182,0.0
1779,638.480713,-842.665363,0.0
1780,638.802476,-842.282687,0.0
1781,639.124238,-841.900010,0.0
1782,639.446001,-841.517333,0.0
1783,639.767763,-841.134656,0.0
1784,640.089526,-840.751980,0.0
1785,640.411288,-840.369303,0.0
1786,640.733067,-839.986643,0.0
1787,641.054845,-839.603984,0.0
1788,641.376624,-839.221324,0.0
1789,641.698402,-838.838665,0.0
1790,642.020181,-838.456005,0.0
1791,642.341960,-838.073345,0.0
1792,642.663837,-837.690769,0.0
1793,642.985715,-837.308193,0.0
1794,643.307592,-836.925617,0.0
1795,643.629518,-836.543070,0.0
1796,643.951444,-836.160523,0.0
1797,644.273369,-835.777976,0.0
1798,644.595295,-835.395429,0.0
1799,644.917221,-835.012882,0.0
1800,645.239146,-834.630336,0.0
1801,645.562222,-834.248760,0.0
1802,645.885298,-833.867184,0.0
1803,646.208374,-833.485608,0.0
1804,646.531450,-833.104032,0.0
1805,646.854526,-832.722456,0.0
1806,647.176745,-832.340169,0.0
1807,647.498965,-831.957882,0.0
1808,647.821185,-831.575594,0.0
1809,648.143405,-831.193307,0.0
1810,648.465899,-830.811252,0.0
1811,648.788393,-830.429198,0.0
1812,649.110886,-830.047143,0.0
1813,649.433380,-829.665088,0.0
1814,649.755873,-829.283034,0.0
1815,650.078367,-828.900979,0.0
1816,650.400187,-828.518356,0.0
1817,650.722006,-828.135733,0.0
1818,651.043826,-827.753110,0.0
1819,651.365645,-827.370487,0.0
1820,651.687465,-826.987864,0.0
1821,652.009284,-826.605241,0.0
1822,652.330881,-826.222430,0.0
1823,652.652479,-825.839619,0.0
1824,652.974076,-825.456808,0.0
1825,653.295673,-825.073997,0.0
1826,653.617270,-824.691186,0.0
1827,653.939541,-824.308957,0.0
1828,654.261813,-823.926728,0.0
1829,654.584084,-823.544499,0.0
1830,654.906356,-823.162269,0.0
1831,655.228627,-822.780040,0.0
1832,655.550899,-822.397811,0.0
1833,655.872671,-822.015170,0.0
1834,656.194442,-821.632528,0.0
1835,656.516214,-821.249887,0.0
1836,656.837985,-820.867246,0.0
1837,657.159757,-820.484604,0.0
1838,657.481528,-820.101963,0.0
1839,657.803462,-819.719446,0.0
1840,658.125395,-819.336929,0.0
1841,658.447328,-818.954412,0.0
1842,658.769261,-818.571895,0.0
1843,659.094740,-818.192428,0.0
1844,659.420218,-817.812962,0.0
1845,659.745696,-817.433495,0.0
1846,660.071174,-817.054028,0.0
1847,660.396652,-816.674562,0.0
1848,660.722131,-816.295095,0.0
1849,661.047609,-815.915629,0.0
1850,661.373087,-815.536162,0.0
1851,661.698565,-815.156695,0.0
1852,662.024043,-814.777229,0.0
1853,662.353813,-814.401413,0.0
1854,662.683582,-814.025597,0.0
1855,663.013351,-813.649781,0.0
1856,663.343120,-813.273966,0.0
1857,663.672889,-812.898150,0.0
1858,663.886802,-812.654368,0.0
1859,663.886802,-812.654368,0.0
1860,664.204138,-812.267999,0.0
1861,664.521475,-811.881631,0.0
1862,664.838811,-811.495262,0.0
1863,665.156147,-811.108893,0.0
1864,665.473484,-810.722524,0.0
1865,665.790820,-810.336156,0.0
1866,666.111204,-809.952311,0.0
1867,666.431588,-809.568466,0.0
1868,666.751972,-809.184622,0.0
1869,667.072356,-808.800777,0.0
1870,667.392740,-808.416933,0.0
1871,667.714017,-808.033847,0.0
1872,668.035294,-807.650761,0.0
1873,668.356571,-807.267675,0.0
1874,668.677848,-806.884589,0.0
1875,668.999125,-806.501503,0.0
1876,669.320402,-806.118417,0.0
1877,669.641679,-805.735331,0.0
1878,669.964150,-805.353274,0.0
1879,670.286621,-804.971217,0.0
1880,670.609093,-804.589160,0.0
1881,670.931564,-804.207104,0.0
1882,671.254035,-803.825047,0.0
1883,671.575419,-803.442064,0.0
1884,671.896803,-803.059082,0.0
1885,672.218187,-802.676100,0.0
1886,672.539571,-802.293117,0.0
1887,672.860955,-801.910135,0.0
1888,673.182339,-801.527153,0.0
1889,673.503723,-801.144170,0.0
1890,673.823991,-800.760255,0.0
1891,674.144258,-800.376339,0.0
1892,674.464525,-799.992423,0.0
1893,674.784793,-799.608507,0.0
1894,675.105060,-799.224592,0.0
1895,675.157802,-799.161368,0.0
